sparql,ground_truth,generated,template,hub_id,context,f1-BERTScore,precision-BERTScore,recall-BERTScore
SELECT ?creatures WHERE {  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#chaoticGood> MINUS{?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#DraconicL>} },which creatures not speaking draconic language do have chaotic good alignment?,What creatures have a chaotic good alignment and do not have the Draconic language?,LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9638478755950928,0.9623268246650696,0.965373694896698
"SELECT (if(COUNT(?cay_SpecAbils)>COUNT(?aas_SpecAbils), 'True', 'False') as ?res) WHERE {  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#caypup> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpecAbils> ?cay_SpecAbils. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#aasimar> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpecAbils> ?aas_SpecAbils }",does Caypup have more special abilities than Aasimar?,Does the number of specific abilities of caypup exceed the number of specific abilities of aasimar?,LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9577227830886841,0.946688711643219,0.9690172076225281
SELECT (COUNT(?creatures) as ?n_creatures) WHERE {  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#TreantL> MINUS{?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#trueNeutral>} MINUS{?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#chaoticNeutral>} MINUS{?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#lawfulNeutral>} },how many creatures with non-neutral alignment do speak treant language?,"What is the number of creatures that have languages and do not have a neutral alignment (true, chaotic, or lawful)?",LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9645666480064392,0.9604651927947998,0.9687032699584961
SELECT ?common_spells WHERE { <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#aasimar> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#canSpell> ?common_spells. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#caypup> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#canSpell> ?common_spells },what spells Aasimar and Caypup do have in common?,What common spells can Aasimar and Caypup cast?,LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9658322930335999,0.9656013250350952,0.966063380241394
"SELECT (if(?n_creatures_1>?n_creatures_2, 'True', 'False') as ?res) WHERE {  {SELECT (COUNT(?creatures_1) as ?n_creatures_1) WHERE { ?creatures_1 <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#AbyssalL>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#AkloL>}} {SELECT (COUNT(?creatures_2) as ?n_creatures_2) WHERE { ?creatures_2 <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#InfernalL>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#TerranL>}} }",is the number of creatures speaking both abyssal and aklo languages greater than infernal and terran?,Does the number of creatures that have both Abyssal and Aklo languages exceed the number of creatures that have both Infernal and Terran languages?,LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9636662006378174,0.9663540720939636,0.9609932899475098
SELECT ?Alignment WHERE { ?subjects <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment } GROUP BY ?Alignment ORDER BY DESC (COUNT(?Alignment)) LIMIT 1,what is the most common alignment type?,"What is the most frequent alignment among the subjects in the ontology, considering the relationships described in the ontology?",LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9571111798286438,0.9473415017127991,0.9670844078063965
"SELECT (COUNT(?creatures) as ?n_robots)  WHERE {  ?creatures <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>  FILTER regex(str(?creatures), 'robot', 'i' )  }",how many types of robots are among creatures?,"What is the number of Beasts in the ontology that are also referred to as ""robot"" and have a type of Beast?",LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9487656950950623,0.9411006569862366,0.9565565586090088
"SELECT ?res  WHERE {  {SELECT (COUNT(?good) as ?n_good)  WHERE{  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment  BIND(str(?Alignment) as ?good)  FILTER regex(?good, 'good', 'i')} }  {SELECT (COUNT(?evil) as ?n_evil)  WHERE{ ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment  BIND(str(?Alignment) as ?evil)  FILTER regex(?evil, 'evil', 'i')} }  BIND(if((?n_good>?n_evil), 'True', 'False') as ?res)  }",are creatures with good alignment more common than evil?,Does the alignment of the creatures in the ontology have more good or more evil?,LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9679065346717834,0.9670117497444153,0.9688030481338501
SELECT  DISTINCT ?creatures WHERE { ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasResists> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#cold> },what creatures do have cold resist?,What are all the creatures that have the ability to resist the cold?,LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9677562713623047,0.9627041816711426,0.9728615880012512
"SELECT ((?n_dragon_with_languages/?n_dragons)*100 as ?percentage) WHERE { {SELECT (COUNT(DISTINCT(?dragon)) as ?n_dragons) WHERE {  ?creatures <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> ?language BIND(str(?creatures) as ?dragon) FILTER regex(?dragon,'dragon', 'i')}} {SELECT (COUNT(DISTINCT(?dragon_with_languages)) as ?n_dragon_with_languages) WHERE {  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#DraconicL>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#CommonL> BIND(str(?creatures) as ?dragon_with_languages) FILTER regex(?dragon_with_languages,'dragon', 'i')}} }",what percentage of dragons do speak both draconic and common languages?,What percentage of the creatures that are classified as dragons have both Draconic and Common languages?,LLAMA3_BASIC0,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9594084620475769,0.9562649726867676,0.9625727534294128
