sparql,ground_truth,generated,template,hub_id,context,f1-BERTScore,precision-BERTScore,recall-BERTScore
SELECT ?creatures WHERE {  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#chaoticGood> MINUS{?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#DraconicL>} },which creatures not speaking draconic language do have chaotic good alignment?,is there any chaotic good creature that does not speak Draconic?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9645525813102722,0.958414614200592,0.9707695841789246
"SELECT (if(COUNT(?cay_SpecAbils)>COUNT(?aas_SpecAbils), 'True', 'False') as ?res) WHERE {  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#caypup> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpecAbils> ?cay_SpecAbils. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#aasimar> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpecAbils> ?aas_SpecAbils }",does Caypup have more special abilities than Aasimar?,do caypups have more specific abilities than aasimirs?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.962125837802887,0.9574977159500122,0.9667989015579224
SELECT (COUNT(?creatures) as ?n_creatures) WHERE {  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#TreantL> MINUS{?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#trueNeutral>} MINUS{?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#chaoticNeutral>} MINUS{?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#lawfulNeutral>} },how many creatures with non-neutral alignment do speak treant language?,Do treant-like creatures exist that are not neutral in alignment?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9632573127746582,0.9593656063079834,0.9671807289123535
SELECT ?common_spells WHERE { <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#aasimar> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#canSpell> ?common_spells. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#caypup> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#canSpell> ?common_spells },what spells Aasimar and Caypup do have in common?,Do aasimar and caypup share a common set of spells?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9606924653053284,0.9585085511207581,0.9628863334655762
"SELECT (if(?n_creatures_1>?n_creatures_2, 'True', 'False') as ?res) WHERE {  {SELECT (COUNT(?creatures_1) as ?n_creatures_1) WHERE { ?creatures_1 <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#AbyssalL>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#AkloL>}} {SELECT (COUNT(?creatures_2) as ?n_creatures_2) WHERE { ?creatures_2 <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#InfernalL>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#TerranL>}} }",is the number of creatures speaking both abyssal and aklo languages greater than infernal and terran?,do creatures that speak Abyssal and Aklo languages outnumber those that speak Infernal and Terran languages?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.960321843624115,0.9570205807685852,0.9636459350585938
SELECT ?Alignment WHERE { ?subjects <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment } GROUP BY ?Alignment ORDER BY DESC (COUNT(?Alignment)) LIMIT 1,what is the most common alignment type?,What is the most common alignment among all subjects?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9607963562011719,0.9562933444976807,0.9653419852256775
"SELECT (COUNT(?creatures) as ?n_robots)  WHERE {  ?creatures <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>  FILTER regex(str(?creatures), 'robot', 'i' )  }",how many types of robots are among creatures?,"Do there exist any creatures that are of type ""robot""?",LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9676643013954163,0.9716529846191406,0.9637081623077393
"SELECT ?res  WHERE {  {SELECT (COUNT(?good) as ?n_good)  WHERE{  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment  BIND(str(?Alignment) as ?good)  FILTER regex(?good, 'good', 'i')} }  {SELECT (COUNT(?evil) as ?n_evil)  WHERE{ ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment  BIND(str(?Alignment) as ?evil)  FILTER regex(?evil, 'evil', 'i')} }  BIND(if((?n_good>?n_evil), 'True', 'False') as ?res)  }",are creatures with good alignment more common than evil?,is the number of creatures with good alignment greater than the number of creatures with evil alignment?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9851526618003845,0.9827811121940613,0.9875355958938599
SELECT  DISTINCT ?creatures WHERE { ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasResists> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#cold> },what creatures do have cold resist?,Is there any creature that has a resistance to cold?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9803121089935303,0.9820164442062378,0.9786136150360107
"SELECT ((?n_dragon_with_languages/?n_dragons)*100 as ?percentage) WHERE { {SELECT (COUNT(DISTINCT(?dragon)) as ?n_dragons) WHERE {  ?creatures <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> ?language BIND(str(?creatures) as ?dragon) FILTER regex(?dragon,'dragon', 'i')}} {SELECT (COUNT(DISTINCT(?dragon_with_languages)) as ?n_dragon_with_languages) WHERE {  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#DraconicL>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#CommonL> BIND(str(?creatures) as ?dragon_with_languages) FILTER regex(?dragon_with_languages,'dragon', 'i')}} }",what percentage of dragons do speak both draconic and common languages?,do dragons that can speak multiple languages make up more than 1% of all dragons?,LLAMA3_BASIC3,meta-llama/Meta-Llama-3-8B-Instruct,False,0.9652184247970581,0.9677429795265198,0.9627070426940918
